Rate,QPS,Avg_Latency,P90_Latency,P99_Latency,Power,StdDev,Util
0,0,0,0,0,36,0,0
150000,149987.4,84.60243510174756,97.036362,168.800354,74.468,0.25307899871746886,4.376000000000005
200000,200090.8,94.87036129639826,107.049942,185.012817,79.9302,0.25557051025946886,6.0179999999999865
250000,249940.8,103.17843280624008,115.871429,200.986862,85.272,0.2373407092028217,7.760000000000005
300000,300073.0,115.37129811545582,124.931335,216.007233,89.6718,0.1828536830029822,9.588000000000008
400000,400136.1,121.69128788351466,142.812729,240.73123940000104,97.0382,0.38028287001190225,13.214000000000013
450000,450058.4,112.29225245592646,145.196915,239.133835,101.52420000000001,0.39506697959630455,15.225999999999985
550000,550017.4,116.01275711300723,157.92846660000035,259.876251,106.76619999999998,0.3354125695866722,19.147999999999996
600000,600101.6,113.2816647957749,159.978867,260.11467,110.8218,0.2830424357020736,21.180000000000007
650000,650076.6,121.71947224968682,168.085098,275.9122849400005,114.0688,0.5365902932938159,23.27199999999999
700000,699910.3,126.39132228827843,170.946121,275.13504,117.2238,0.26256109104475467,25.466000000000008
750000,749998.7,137.04661772178594,180.006027,300.884247,119.5702,0.32268952665409606,27.572000000000003
800000,800059.1,127.6795468072051,185.012817,311.851501,122.41740000000001,0.5390687737730163,29.680000000000007
900000,899923.4,143.87950799213405,200.033188,354.05159,126.28060000000004,0.9530496914042382,33.29400000000001
950000,949875.3,144.59953871541256,209.093094,374.3147851500013,131.57319999999999,0.4776278117222791,34.620000000000005
1050000,1049866.1,160.78617850990256,235.080719,503.063202,133.91340000000002,1.0795418718425085,38.19400000000002
1150000,1149982.6,201.57192414396144,285.863876,1128.8166048000032,136.52239999999998,0.49458108433257947,41.508
1200000,1200007.3,235.21756117188463,339.984894,1827.5356292199976,139.1728,0.5016789769547547,42.858000000000004
1250000,1249898.5,300.1587156862562,446.081161,2842.9031368999795,141.10199999999998,0.5405854724844404,44.21200000000001
