Rate,QPS,Avg_Latency,P90_Latency,P99_Latency,Power,StdDev,Util,Misses
100000,98420.85,3425.975011005014,5470.0,8380.0,24.8704,1.3532109369939336,15.063999999999993,
200000,197435.18999999997,3278.012864411333,5280.0,7680.0,22.596,1.345337132469033,16.255999999999972,
300000,300068.26,2663.7338861319613,4059.9999999999995,6660.0,25.010200000000005,1.6113106342353727,17.120000000000005,
