Rate,QPS,Avg_Latency,P90_Latency,P99_Latency,Power,StdDev,Util,Misses
300000,300048.77999999997,2583.13763752284,3850.0,7290.0,26.326199999999993,1.1329958340611845,16.90599999999999,
