Rate,QPS,Avg_Latency,P90_Latency,P99_Latency,Power,StdDev,Util,Misses
100000,98417.98,1771.7399251462336,2720.0,6400.0,21.989399999999996,1.1839533943530043,15.26000000000002,
200000,197426.56999999998,3659.594054793135,5540.0,8189.999999999999,25.948599999999995,1.3042285229207338,16.079999999999984,
300000,300036.89,4521.03559623061,7070.0,9150.0,27.456799999999998,1.218352067343426,16.767999999999986,
