Rate,QPS,Avg_Latency,P90_Latency,P99_Latency,Power,StdDev,Util
0,0,0,0,0,21,0,0
50000,49968.0,110.9828351514227,112.056732,157.833099,33.55647058823529,0.24563933098532198,4.994117647058815
75000,74955.2,120.96054756638084,123.977661,178.8544652299996,31.92787234042553,1.2662713772095047,11.476595744680864
100000,100013.1,130.6387682970115,125.88501,192.88063,32.7634693877551,1.3072467106805177,14.879591836734676
125000,124979.5,119.07928279206718,123.977661,177.86026,36.14795918367347,0.4745698911990234,17.0673469387755
150000,150012.0,110.61517339775882,117.063522,169.992447,40.15428571428571,0.6103823938046271,17.467346938775506
175000,174946.7,117.31255575091981,125.169754,186.920166,42.230599999999995,0.18943966784995706,20.233999999999995
200000,199959.8,123.71730802306764,130.176544,194.072723,44.195,0.16419562747415847,23.674000000000007
225000,224993.9,124.39279016241113,133.037567,208.13942,45.4296,0.3629019094994778,27.430000000000007
250000,249958.7,125.53331621873923,137.090683,220.060349,46.901199999999996,0.22600018060314248,31.581999999999994
300000,300007.5,133.60388294134395,145.91217,272.989273,49.46900000000001,0.22733819094297517,40.556000000000004
325000,324957.6,132.376804054468,149.965286,281.73923450000103,50.493,0.2761635865399571,45.784
350000,350043.8,139.41481078647203,154.972076,359.05838,51.481399999999994,0.31660836556044586,50.56799999999999
375000,375007.0,153.9790655712657,161.886215,463.008881,52.2858,0.30097860795907055,55.65599999999999
400000,400133.3,163.59101280779797,174.045563,591.1540988799956,53.00160000000001,0.2882059920916829,60.736000000000004
425000,424970.7,170.97241549677386,195.980072,801.086426,53.8018,0.322089415902998,65.63
450000,450058.2,184.18094175765162,219.106674,1026.6065599400022,54.586600000000004,0.2557710232347099,70.316
475000,475040.3,253.00659000900632,337.123871,1828.1841282399998,54.8014,0.2775035208454708,73.308
500000,500098.3,350.89003769657484,619.888306,3848.626613900003,55.2702,0.2515948313930027,75.596
525000,525083.9,584.7907702095121,1232.4810029999985,9659.757614359747,55.43612244897959,0.24139193861272773,77.23673469387755
550000,550032.0,850.410713440232,2031.087875,12390.98310423,55.6642,0.385788828775747,79.436
