Rate,QPS,Avg_Latency,P90_Latency,P99_Latency,Power,StdDev,Util
0,0,0,0,0,15.23,0,0
50000,50026.1,86.21167567733194,102.996826,182.151794,22.887199999999996,0.07030661710083402,6.121999999999986
75000,75031.6,89.30074376716219,113.010406,200.033188,23.7212,0.08070202182430523,10.893999999999991
100000,100020.5,95.46371478707216,126.123428,214.099884,24.431600000000003,0.06409049724206142,15.007999999999996
125000,124983.8,100.23489809959165,140.90538,229.120255,25.250999999999998,0.07074674579665347,19.646
150000,150025.4,105.0872295797923,150.918961,247.001648,25.8996,0.0993234255205834,24.448000000000008
175000,175088.0,108.92477921576373,156.879425,254.869461,26.533599999999996,0.12188586163007634,29.337999999999994
200000,199954.1,114.03093096043676,166.893005,270.843506,27.2254,0.12736273122904684,34.376000000000005
225000,225072.8,120.06717079286257,174.999237,285.148621,27.780400000000004,0.18188312012871086,39.838
250000,249980.5,126.51366404359361,186.920166,312.08992,28.3334,0.1802448448129171,45.053999999999995
250000,167456.9,130.18057850823237,192.88063,329.971313,28.621600000000004,0.2026896692996866,47.238000000000014
300000,299880.3,149.61581464834853,222.921371,464.5633696199975,29.352200000000003,0.40291433231354956,58.08599999999999
325000,324998.3,158.13681362213524,236.988068,506.10780685999924,29.902200000000004,0.39438554636760365,63.018
350000,349941.2,169.464418083797,256.061554,567.0452116599967,30.366799999999994,0.4411924472497279,67.488
375000,374959.9,181.10790390034788,270.12825,648.5462187000028,30.983799999999995,0.5059478475987381,68.226
400000,400114.8,193.32500486562316,288.009644,802.5050162799959,31.774600000000007,0.4977591008198436,74.014
425000,425125.2,221.19469543878498,328.063965,1229.4673920000023,32.2834,0.551467837240037,77.708
450000,449962.2,260.122472310134,380.039215,2013.3543013399938,33.2232,0.4287687164951497,80.338
475000,475016.4,341.0107511941211,512.766838400001,3379.611968719999,33.9868,0.3732616306265074,82.422
500000,499899.1,349.1142940791357,526.4043808000021,3633.8710784899927,34.973400000000005,0.4778891084760143,82.124
