Rate,QPS,Avg_Latency,P90_Latency,P99_Latency,Power,StdDev,Util
0,0,0,0,0,15.23,0,0
50000,49963.7,85.22491643028869,100.851059,182.86705,22.821199999999997,0.06390809728007243,7.036000000000001
75000,74975.6,90.05019859754248,113.010406,200.033188,23.764200000000002,0.059559265630538115,11.141999999999996
100000,99992.5,94.65261508647704,123.977661,216.960907,24.5038,0.07323125238947262,15.475999999999999
125000,124926.9,100.16278271146128,137.090683,226.020813,25.4936,0.08698486849411684,20.177999999999997
150000,149983.5,105.18455491060348,149.965286,241.994858,26.1778,0.10708169682965595,25.086
175000,175008.1,110.43229393234692,159.025192,258.922577,26.8764,0.10896095537355735,30.208
200000,199910.3,116.14679510458141,168.085098,275.13504,27.530599999999996,0.1410081775020475,35.634
225000,225147.8,121.89823170642362,179.052353,298.976898,28.125200000000003,0.16633185417798255,41.211999999999996
250000,249965.9,128.61619233195472,190.019608,316.858292,28.5476,0.25297059601657185,46.016000000000005
300000,299996.0,148.58674768316178,225.067139,437.97731418000046,29.379591836734694,0.36035260037724076,56.861224489795916
325000,324906.7,159.20106515059823,244.855881,519.990921,29.924600000000005,0.35784051857593485,62.918
350000,349994.9,171.63190665509202,267.982483,562.0741846900005,30.519800000000004,0.488389648722812,68.098
375000,374937.5,185.07981589418802,293.016434,664.3104554200016,31.261799999999997,0.4635783182406798,72.194
400000,400126.1,198.36212586083045,321.149826,757.3461530800002,32.0608,0.5070919089096497,74.994
425000,425031.9,234.86053998557074,401.02005,1123.8837243200007,32.471599999999995,0.4165473244055088,78.8
450000,449946.3,260.3580725744009,460.147858,1343.452930410003,33.537200000000006,0.515732251368906,80.71000000000001
475000,474870.4,330.1721202027685,650.882721,1837.968826,33.97,0.37891897793160834,83.52799999999999
500000,499973.3,346.3563747455023,690.937042,1990.2324674200033,34.569799999999994,0.4974034210430258,84.092
