Rate,QPS,Avg_Latency,P90_Latency,P99_Latency,Power,StdDev,Util
0,0,0,0,0,15.23,0,0
100000,67447.2,96.43222652892103,128.030777,219.82193,24.572599999999998,0.06748575057456402,16.31599999999999
125000,125001.8,101.54991883876083,144.004822,234.8423,25.4452,0.07992956082625204,21.139999999999986
200000,200017.5,121.80094502979979,180.006027,310.5354308800008,27.433999999999997,0.15636169477156694,39.16400000000001
225000,225086.7,130.3930765513483,200.986862,344.991684,28.167199999999998,0.1850983191579603,45.443999999999996
250000,249870.9,144.43861387321346,226.974487,425.9490966399999,28.586799999999993,0.2285485702856001,52.34
300000,299911.6,225.22159119311556,393.43833939999973,1055.6697846800025,29.470199999999995,0.35706564879727715,66.826
325000,325061.2,323.71689427424474,645.0891493000001,1807.5346946000163,30.0058,0.3764012730681804,73.47200000000001
350000,350070.8,670.2763097896157,1566.9345855999993,4258.3513260199925,30.593000000000004,0.5199617332858569,78.518
375000,374875.1,3748.208764123942,11357.6412198,19258.890152319895,31.426599999999997,0.7603479600868034,81.398
400000,399893.4,8565.422284894752,16297.578811400002,20499.76348912,32.202,0.9116188784749016,82.874
425000,419638.1,14707.32177085029,19787.7407075,22634.665965940007,33.126599999999996,1.1041972058413092,83.30199999999999
450000,419729.0,15281.755071267662,20200.0141145,23043.692111800003,32.897551020408166,1.2711912566110395,83.2795918367347
475000,420155.0,15218.2991281449,20168.066025,22973.9189146,33.3398,1.2749621683062775,83.35
500000,423402.3,15177.621011957017,20168.7335968,22792.34647756,33.3304,1.0283907777867005,83.28999999999999
